english,tamil
He's fighting.,அவரு fight பண்றாரு.
He ran away with it.,அவர் அதுவோட ஓடிட்டாரு.
"Janice moved from North America to a small town on the Amazonian tropics. They say: When I hear good news from home, I get homesick.",Janice North America-ல இருந்து Amazonian tropics-ல இருக்குற ஒரு ச்சின்ன town-க்கு குடி பெயரிட்டாங்க. அவங்க சொல்றாங்க: வீட்டிலிருந்து நல்ல செய்தி கேட்டா எனக்கு வீட்டுக்கு ஏக்கமா வருது.
That's right.,அது சரிதான்.
Special Initiatives in Scheme from 2011-12 to 2016-17.,2011-12ல இருந்து 2016-17 வரைக்கும் Scheme-ல Special Initiatives.
"Then we sent Jesus, son of Mary, through them, confirming what was said in the Torah that preceded him, confirming the Gospel, which had a guiding light, confirming what was said in the previous Torah and guiding the listeners.","அப்புறம் அவங்க வழியே (Prophet) மேரி-யோட மகன் இயேசுவரத்தை அனுப்பினோம், அவருக்கு முன்னாடி இருந்த Torah-ல சொல்லியிருந்ததை உறுதி செய்து, Gospel-ஐ கொடுத்தோம், அது வழிகாட்டும் வெளிச்சத்தையும் கொண்டிருக்கு, அது முன்னாடி இருந்த Torah-ல சொல்லியிருந்ததை உறுதி செய்து, கவனிப்பவர்களுக்கு வழிகாட்டும், admonition-ஆ இருக்கு."
They enjoyed their families.,அவங்க families-ம் enjoy பண்ணாங்க.
"What are you doing, it's not right.",நீங்க என்ன பண்றீங்க அது சரியில்லங்க.
Shitala is worshipped under different names in different parts of the Indian subcontinent.,இந்திய துணைக்கண்டத்தின் பல்வேறு பகுதிகளிலும் ஷித்தலா வேற வேற பெயர்கள்ல வழிபட்டப்படுறாங்க.
"Sewu (Javanese: , romanized: Swu) is an eighth-century Mahayana Buddhist temple located 800 meters north of Prambanan in Central Java, Indonesia.","Sewu (Javanese: , romanized: Swu) என்பது Central Java, Indonesia-வில Prambanan-க்கு 800 மீட்டர் வடக்கே அமைந்திருக்கும் எட்டாம் நூற்றாண்டைச் சேர்ந்த Mahayana Buddhist கோயில்."
"He reiterated his call for increasing medical fees, and he's also supporting a law that reduces unemployment benefits for workers who reject two job offers, regardless of their worker's retirement, salary or working conditions.","அவர் medical fees-ஐ அதிகப்படுத்தனும்னு மறுபடியும் சொன்னாரு, அதே மாதிரி worker-ஓட residence-ல இருந்து எவ்வளவு தூரம் இருந்தாலும், salary, working conditions எதுவா இருந்தாலும் சரி, இரண்டு job offers-ஐ reject பண்ற workers-க்கு unemployment benefits-ஐ குறைக்கற law-ஐயும் support பண்றாரு."
What are the difficulties you face while taking pictures?,படம் எடுக்குறப்போ என்ன என்ன difficulties-அ face பண்ணீங்க?
It helps poor and underprivileged people.,இது ஏழை மற்றும் underprivileged மக்களுக்கு உதவி பண்ணுது.
He is currently undergoing treatment.,அவருக்கு இப்போ treatment நடந்துட்டு இருக்கு.
